"OrderID","CustomerID","EmployeeID","ShippingMethodID","OrderDate","ShipDate","FreightCharge"
"558","67","2","1","2/16/2004","2/16/2004","0.00"
"559","36","2","1","2/16/2004","2/16/2004","0.00"
"560","35","7","1","2/16/2004","2/16/2004","0.00"
"562","5","7","1","2/16/2004","2/16/2004","0.00"
"563","40","2","1","2/16/2004","2/16/2004","0.00"
"564","4","2","1","2/16/2004","2/16/2004","0.00"
"565","3","2","1","2/14/2004","2/14/2004","0.00"
"566","2","2","1","2/14/2004","2/14/2004","0.00"
"567","2","2","1","2/14/2004","2/14/2004","0.00"
"568","68","2","1","2/16/2004","2/16/2004","0.00"
"569","45","2","1","2/16/2004","2/16/2004","0.00"
"570","69","2","1","2/17/2004","2/17/2004","28.02"
"571","2","2","1","2/18/2004","2/18/2004","0.00"
"572","6","2","1","2/18/2004","2/18/2004","0.00"
"573","40","7","1","2/19/2004","2/19/2004","0.00"
"574","13","6","1","2/19/2004","2/19/2004","56.14"
"575","5","2","1","2/20/2004","2/20/2004","0.00"
"576","18","2","1","2/20/2004","2/20/2004","0.00"
"577","24","2","1","2/20/2004","2/20/2004","28.02"
"578","7","6","1","2/21/2004","2/21/2004","0.00"
"582","67","2","1","2/23/2004","2/23/2004","0.00"
"583","40","7","1","2/24/2004","2/24/2004","0.00"
"585","13","2","1","2/24/2004","2/24/2004","0.00"
"586","60","2","1","3/1/2004","3/1/2004","28.50"
"587","2","2","1","2/24/2004","2/24/2004","0.00"
"588","5","2","1","2/24/2004","2/24/2004","0.00"
"589","18","2","1","2/24/2004","2/24/2004","0.00"
"590","67","6","1","2/24/2004","2/24/2004","0.00"
"591","57","6","1","2/25/2004","2/25/2004","0.00"
"592","21","6","1","2/25/2004","2/25/2004","0.00"
"594","5","6","1","2/25/2004","2/25/2004","0.00"
"595","2","6","1","3/1/2004","3/1/2004","0.00"
"597","22","6","1","2/25/2004","2/25/2004","0.00"
"598","1","6","1","2/25/2004","2/25/2004","0.00"
"599","4","2","1","2/25/2004","2/25/2004","0.00"
"600","23","6","1","2/26/2004","2/26/2004","0.00"
"601","25","6","1","2/26/2004","2/26/2004","0.00"
"602","18","6","1","2/26/2004","2/26/2004","0.00"
"603","42","6","1","3/17/2004","3/17/2004","28.02"
"604","40","6","1","2/27/2004","2/27/2004","0.00"
"605","36","6","1","3/1/2004","3/1/2004","0.00"
"606","36","6","1","3/1/2004","3/1/2004","0.00"
"607","7","6","1","2/28/2004","2/28/2004","0.00"
"608","41","6","1","3/1/2004","3/1/2004","0.00"
"609","5","6","1","2/28/2004","2/28/2004","0.00"
"610","71","6","1","3/2/2004","3/2/2004","0.00"
"611","22","2","1","3/1/2004","3/1/2004","0.00"
"612","5","2","1","3/1/2004","3/1/2004","0.00"
"613","72","2","1","3/1/2004","3/1/2004","0.00"
"614","18","2","1","3/1/2004","3/1/2004","0.00"
"615","66","2","1","2/28/2004","2/28/2004","0.00"
"616","6","6","1","3/2/2004","3/2/2004","0.00"
"617","73","6","1","3/2/2004","3/2/2004","0.00"
"618","35","6","1","3/2/2004","3/2/2004","0.00"
"619","3","6","1","3/2/2004","3/2/2004","0.00"
"620","71","6","1","3/2/2004","3/2/2004","0.00"
"621","67","6","1","3/2/2004","3/2/2004","0.00"
"622","18","6","1","3/2/2004","3/2/2004","0.00"
"623","2","6","1","3/2/2004","3/2/2004","28.00"
"624","5","6","1","3/3/2004","3/3/2004","0.00"
"627","74","6","1","3/3/2004","3/3/2004","0.00"
"628","33","6","1","3/4/2004","3/4/2004","0.00"
"630","40","6","1","3/4/2004","3/4/2004","0.00"
"631","4","6","1","3/4/2004","3/4/2004","0.00"
"632","32","6","1","3/4/2004","3/4/2004","0.00"
"633","34","6","1","3/4/2004","3/4/2004","0.00"
"634","40","6","1","3/5/2004","3/5/2004","0.00"
"635","5","6","1","3/5/2004","3/5/2004","0.00"
"636","36","6","1","3/5/2004","3/5/2004","0.00"
"637","18","2","1","3/6/2004","3/6/2004","0.00"
"639","66","2","1","3/6/2004","3/6/2004","0.00"
"640","40","6","1","3/9/2004","3/9/2004","0.00"
"641","21","6","1","3/9/2004","3/9/2004","0.00"
"642","2","6","1","3/10/2004","3/10/2004","0.00"
"643","24","6","1","3/10/2004","3/10/2004","28.00"
"646","66","2","1","3/10/2004","3/10/2004","0.00"
"647","17","6","1","3/11/2004","3/11/2004","0.00"
"650","5","6","1","3/11/2004","3/11/2004","0.00"
"651","7","6","1","3/11/2004","3/11/2004","0.00"
"652","40","6","1","3/12/2004","3/12/2004","0.00"
"653","45","6","1","3/12/2004","3/12/2004","0.00"
"654","78","6","1","3/12/2004","3/12/2004","0.00"
"655","21","6","1","3/13/2004","3/13/2004","0.00"
"656","79","6","1","3/13/2004","3/13/2004","0.00"
"657","7","6","1","3/13/2004","3/13/2004","0.00"
"658","22","6","1","3/15/2004","3/15/2004","0.00"
"659","18","2","1","3/15/2004","3/15/2004","0.00"
"660","13","2","1","3/15/2004","3/15/2004","0.00"
"661","5","6","1","3/16/2004","3/16/2004","0.00"
"662","21","6","1","3/17/2004","3/17/2004","0.00"
"664","5","6","1","3/17/2004","3/17/2004","0.00"
"665","2","6","1","3/17/2004","3/17/2004","0.00"
"666","3","6","1","3/17/2004","3/17/2004","0.00"
"667","18","6","1","3/17/2004","3/17/2004","0.00"
"668","2","2","1","4/1/2004","4/1/2004","0.00"
"669","5","6","1","3/18/2004","3/18/2004","0.00"
"670","6","6","1","3/19/2004","3/19/2004","0.00"
"671","81","6","1","3/19/2004","3/19/2004","0.00"
"672","5","6","1","3/19/2004","3/19/2004","0.00"
"673","22","6","1","3/19/2004","3/19/2004","0.00"
"674","82","8","1","3/22/2004","3/22/2004","0.00"
"675","21","6","1","3/22/2004","3/22/2004","0.00"
"676","22","6","1","3/22/2004","3/22/2004","0.00"
"677","18","6","1","3/22/2004","3/22/2004","0.00"
"678","54","6","1","3/30/2004","3/30/2004","0.00"
"679","17","6","1","3/23/2004","3/23/2004","0.00"
"680","5","6","1","3/23/2004","3/23/2004","0.00"
"681","40","6","1","3/24/2004","3/24/2004","0.00"
"682","26","6","1","3/24/2004","3/24/2004","0.00"
"683","18","6","1","3/24/2004","3/24/2004","0.00"
"685","50","2","1","3/24/2004","3/24/2004","0.00"
"686","6","6","1","3/25/2004","3/25/2004","0.00"
"687","1","6","1","3/26/2004","3/26/2004","0.00"
"688","64","6","1","4/1/2004","4/1/2004","28.00"
"689","22","2","1","3/29/2004","3/29/2004","0.00"
"690","2","6","1","3/29/2004","3/29/2004","0.00"
"691","14","6","1","3/29/2004","3/29/2004","0.00"
"693","22","6","1","3/29/2004","3/29/2004","0.00"
"694","19","6","1","4/1/2004","4/1/2004","0.00"
"695","66","2","1","3/30/2004","3/30/2004","0.00"
"696","35","6","1","4/1/2004","4/1/2004","0.00"
"697","18","6","1","3/30/2004","3/30/2004","0.00"
"698","83","6","1","4/1/2004","4/1/2004","28.00"
"699","6","6","1","4/1/2004","4/1/2004","0.00"
"700","5","2","1","4/2/2004","4/2/2004","0.00"
"701","7","6","1","4/2/2004","4/2/2004","0.00"
"702","22","6","1","4/5/2004","4/5/2004","0.00"
"703","21","6","1","4/5/2004","4/5/2004","0.00"
"704","2","6","1","4/5/2004","4/5/2004","0.00"
"705","67","6","1","4/5/2004","4/5/2004","0.00"
"706","23","6","1","4/6/2004","4/6/2004","0.00"
"707","40","6","1","4/6/2004","4/6/2004","0.00"
"708","25","6","1","4/7/2004","4/7/2004","0.00"
"709","41","6","1","4/8/2004","4/8/2004","0.00"
"710","8","6","1","4/9/2004","4/9/2004","0.00"
"711","5","6","1","4/10/2004","4/10/2004","0.00"
"712","18","6","1","4/10/2004","4/10/2004","0.00"
"713","21","6","1","4/12/2004","4/12/2004","0.00"
"714","22","6","1","4/13/2004","4/13/2004","0.00"
"715","34","6","1","4/13/2004","4/13/2004","0.00"
"716","22","6","1","4/14/2004","4/14/2004","0.00"
"717","13","6","1","4/14/2004","4/14/2004","28.00"
"718","22","6","1","4/15/2004","4/15/2004","0.00"
"719","25","6","1","4/15/2004","4/15/2004","0.00"
"720","2","6","1","4/15/2004","4/15/2004","0.00"
"721","84","2","1","4/15/2004","4/15/2004","0.00"
"722","84","2","1","4/15/2004","4/15/2004","0.00"
"723","63","6","1","4/15/2004","4/15/2004","0.00"
"724","22","6","1","4/16/2004","4/16/2004","0.00"
"726","32","6","1","4/16/2004","4/16/2004","0.00"
"727","7","6","1","4/17/2004","4/17/2004","0.00"
"728","22","6","1","4/19/2004","4/19/2004","0.00"
"729","21","6","1","4/19/2004","4/19/2004","0.00"
"730","7","6","1","4/19/2004","4/19/2004","0.00"
"731","2","6","1","4/19/2004","4/19/2004","0.00"
"732","22","6","1","4/20/2004","4/20/2004","0.00"
"733","82","6","1","4/21/2004","4/21/2004","0.00"
"734","22","6","3","4/21/2004","4/21/2004","0.00"
"735","2","6","1","4/22/2004","4/22/2004","0.00"
"736","18","6","1","4/22/2004","4/22/2004","0.00"
"737","40","6","1","4/23/2004","4/23/2004","0.00"
"738","21","6","1","4/23/2004","4/23/2004","0.00"
"739","32","2","1","4/23/2004","4/23/2004","0.00"
"740","6","6","1","4/23/2004","4/23/2004","0.00"
"741","18","6","1","4/23/2004","4/23/2004","0.00"
"742","19","6","1","4/24/2004","4/24/2004","0.00"
"743","22","6","1","4/24/2004","4/24/2004","0.00"
"744","18","6","1","4/24/2004","4/24/2004","0.00"
"745","82","6","1","4/26/2004","4/26/2004","0.00"
"746","79","6","1","4/26/2004","4/26/2004","0.00"
"747","60","6","1","4/26/2004","4/26/2004","2.00"
"748","2","6","1","4/26/2004","4/26/2004","0.00"
"749","21","6","1","4/26/2004","4/26/2004","0.00"
"750","5","6","1","4/26/2004","4/26/2004","0.00"
"751","85","6","1","4/27/2004","4/27/2004","0.00"
"752","86","6","1","4/27/2004","4/27/2004","28.00"
"753","64","6","1","4/28/2004","4/28/2004","28.00"
"754","40","6","1","4/28/2004","4/28/2004","0.00"
"755","76","6","1","7/1/2004","7/1/2004","0.00"
"756","71","6","1","4/29/2004","4/29/2004","0.00"
"757","7","2","1","4/29/2004","4/29/2004","0.00"
"766","7","6","1","4/30/2004","4/30/2004","0.00"
"767","63","6","1","5/17/2004","5/17/2004","0.00"
"768","87","6","1","5/20/2004","5/20/2004","0.00"
"769","2","6","1","5/6/2004","5/6/2004","0.00"
"770","32","6","1","5/6/2004","5/6/2004","0.00"
"771","84","6","1","5/6/2004","5/6/2004","0.00"
"772","18","6","1","5/6/2004","5/6/2004","0.00"
"773","13","6","1","5/7/2004","5/7/2004","28.00"
"774","21","6","1","5/7/2004","5/7/2004","0.00"
"775","88","6","1","5/7/2004","5/7/2004","0.00"
"776","67","2","1","5/7/2004","5/7/2004","0.00"
"777","89","6","1","5/13/2004","5/13/2004","0.00"
"778","7","6","1","5/8/2004","5/8/2004","0.00"
"779","90","6","1","5/11/2004","5/11/2004","28.00"
"780","5","6","1","5/11/2004","5/11/2004","0.00"
"781","45","6","1","5/12/2004","5/12/2004","0.00"
"782","71","6","1","5/12/2004","5/12/2004","0.00"
"783","18","6","1","5/12/2004","5/12/2004","0.00"
"784","21","2","1","5/13/2004","5/13/2004","0.00"
"785","2","2","1","5/13/2004","5/13/2004","0.00"
"786","5","6","1","5/14/2004","5/14/2004","0.00"
"787","1","6","1","5/14/2004","5/14/2004","0.00"
"788","7","6","1","5/14/2004","5/14/2004","0.00"
"789","35","6","1","5/18/2004","5/18/2004","0.00"
"790","40","6","1","5/17/2004","5/17/2004","0.00"
"792","23","6","1","5/17/2004","5/17/2004","0.00"
"794","64","6","1","5/17/2004","5/17/2004","28.00"
"795","89","6","1","5/18/2004","5/18/2004","0.00"
"796","17","6","1","5/18/2004","5/18/2004","0.00"
"797","18","6","1","5/18/2004","5/18/2004","0.00"
"798","91","6","1","5/19/2004","5/19/2004","28.00"
"799","92","6","1","5/19/2004","5/19/2004","28.00"
"800","93","6","1","5/20/2004","5/20/2004","0.00"
"801","84","6","1","5/20/2004","5/20/2004","0.00"
"804","95","6","1","5/20/2004","5/20/2004","0.00"
"805","67","6","1","5/20/2004","5/20/2004","0.00"
"807","5","6","1","5/20/2004","5/20/2004","28.00"
"808","96","6","1","5/21/2004","5/21/2004","28.39"
"809","97","6","1","5/21/2004","5/21/2004","0.00"
"810","98","6","1","5/22/2004","5/22/2004","27.30"
"811","21","6","1","5/22/2004","5/22/2004","0.00"
"812","22","6","1","5/24/2004","5/24/2004","0.00"
"813","40","6","1","5/24/2004","5/24/2004","0.00"
"814","90","6","1","5/24/2004","5/24/2004","28.00"
"815","25","6","1","5/24/2004","5/24/2004","0.00"
"817","99","6","1","5/24/2004","5/24/2004","0.00"
"818","2","6","1","5/25/2004","5/25/2004","0.00"
"819","13","6","1","5/25/2004","5/25/2004","28.00"
"820","35","6","1","5/25/2004","5/25/2004","0.00"
"821","18","6","1","5/25/2004","5/25/2004","0.00"
"822","34","6","1","5/25/2004","5/25/2004","0.00"
"823","100","6","1","5/25/2004","5/25/2004","0.00"
"824","89","6","1","5/26/2004","5/26/2004","0.00"
"825","101","6","1","6/1/2004","6/1/2004","28.00"
"826","67","6","1","5/26/2004","5/26/2004","0.00"
"827","102","6","1","5/26/2004","5/26/2004","0.00"
"828","74","6","1","6/1/2004","6/1/2004","0.00"
"829","81","6","1","6/1/2004","6/1/2004","0.00"
"830","103","6","1","6/1/2004","6/1/2004","28.00"
"831","104","6","1","5/27/2004","5/27/2004","0.00"
"832","94","6","1","5/27/2004","5/27/2004","0.00"
"833","6","6","1","5/28/2004","5/28/2004","0.00"
"834","41","6","1","6/1/2004","6/1/2004","0.00"
"835","7","6","1","5/29/2004","5/29/2004","0.00"
"836","94","6","1","5/29/2004","5/29/2004","0.00"
"837","3","6","1","5/31/2004","5/31/2004","0.00"
"838","87","6","1","6/1/2004","6/1/2004","0.00"
"839","5","6","1","5/31/2004","5/31/2004","0.00"
"840","18","6","","5/31/2004","5/31/2004","0.00"
"841","22","6","1","6/1/2004","6/1/2004","0.00"
"842","7","6","1","6/1/2004","6/1/2004","0.00"
"843","86","6","1","6/2/2004","6/2/2004","28.00"
"844","19","6","1","6/2/2004","6/2/2004","0.00"
"845","1","6","1","6/2/2004","6/2/2004","0.00"
"846","91","6","1","6/3/2004","6/3/2004","28.00"
"847","21","6","1","6/3/2004","6/3/2004","0.00"
"848","19","6","1","6/3/2004","6/3/2004","0.00"
"849","97","6","1","6/3/2004","6/3/2004","0.00"
"850","7","6","1","6/3/2004","6/3/2004","0.00"
"851","79","6","1","6/7/2004","6/7/2004","0.00"
"852","89","6","1","6/7/2004","6/7/2004","0.00"
"853","22","6","1","6/7/2004","6/7/2004","0.00"
"854","2","6","1","6/7/2004","6/7/2004","0.00"
"855","13","6","1","6/7/2004","6/7/2004","28.00"
"856","18","6","1","6/7/2004","6/7/2004","0.00"
"857","8","6","1","6/8/2004","6/8/2004","0.00"
"858","99","6","1","6/8/2004","6/8/2004","28.00"
"859","18","6","1","6/8/2004","6/8/2004","0.00"
"860","105","6","1","6/9/2004","6/9/2004","0.00"
"861","106","6","1","6/9/2004","6/9/2004","0.00"
"862","67","6","1","6/9/2004","6/9/2004","0.00"
"863","107","6","1","6/9/2004","6/9/2004","0.00"
"865","5","6","1","6/9/2004","6/9/2004","0.00"
"866","32","6","1","6/9/2004","6/9/2004","0.00"
"867","42","6","1","6/9/2004","6/9/2004","28.00"
"868","102","6","1","6/10/2004","6/10/2004","0.00"
"869","24","6","1","6/10/2004","6/10/2004","0.00"
"870","108","6","1","6/10/2004","6/10/2004","28.00"
"872","21","6","1","6/11/2004","6/11/2004","0.00"
"873","84","6","1","6/11/2004","6/11/2004","0.00"
"874","35","6","1","6/11/2004","6/11/2004","28.00"
"875","22","6","1","6/12/2004","6/12/2004","0.00"
"876","18","6","1","6/15/2004","6/14/2004","0.00"
"877","89","6","1","6/15/2004","6/15/2004","0.00"
"878","68","6","1","6/15/2004","6/15/2004","0.00"
"879","3","6","1","6/15/2004","6/15/2004","0.00"
"880","22","6","1","6/15/2004","6/15/2004","0.00"
"881","2","6","1","6/15/2004","6/15/2004","0.00"
"882","82","6","1","6/15/2004","6/15/2004","0.00"
"883","87","6","1","7/1/2004","7/1/2004","0.00"
"884","60","6","1","6/15/2004","6/15/2004","0.00"
"885","109","6","1","6/17/2004","6/17/2004","0.00"
"886","22","6","1","6/16/2004","6/16/2004","0.00"
"887","23","6","1","6/16/2004","6/16/2004","0.00"
"888","54","6","1","7/6/2004","7/6/2004","28.00"
"889","21","6","1","6/17/2004","6/17/2004","0.00"
"890","5","6","1","6/17/2004","6/17/2004","0.00"
"891","40","6","1","6/18/2004","6/18/2004","0.00"
"892","22","6","1","6/18/2004","6/18/2004","0.00"
"893","21","6","1","6/19/2004","6/19/2004","0.00"
"894","25","6","1","6/19/2004","6/19/2003","0.00"
"895","7","6","1","6/19/2004","6/19/2004","0.00"
"896","18","6","1","6/19/2004","6/19/2004","0.00"
"897","110","6","1","6/28/2004","6/28/2004","28.00"
"898","90","6","1","6/21/2004","6/21/2004","28.00"
"899","22","6","1","6/21/2004","6/21/2004","0.00"
"900","35","6","1","6/21/2004","6/21/2004","28.00"
"901","111","6","1","6/21/2004","6/21/2004","0.00"
"904","107","6","1","6/22/2004","6/22/2004","0.00"
"905","22","6","1","6/22/2004","6/22/2004","0.00"
"906","8","6","1","6/22/2004","6/22/2004","0.00"
"907","25","6","1","6/23/2004","6/23/2004","0.00"
"908","22","6","1","6/23/2004","6/23/2004","0.00"
"909","67","6","1","6/23/2004","6/23/2004","0.00"
"910","2","6","1","6/24/2004","6/24/2004","0.00"
"911","22","6","1","6/24/2004","6/24/2004","0.00"
"912","5","6","1","6/24/2004","6/24/2004","28.00"
"913","101","6","1","6/25/2004","6/25/2004","28.00"
"914","107","6","1","6/25/2004","6/25/2004","0.00"
"915","21","6","1","6/26/2004","6/26/2004","0.00"
"916","22","6","1","6/26/2004","6/26/2004","0.00"
"917","96","6","1","6/28/2004","6/28/2004","28.00"
"918","25","6","1","6/28/2004","6/28/2003","27.30"
"920","5","6","1","6/28/2004","6/28/2004","0.00"
"921","89","6","1","6/29/2004","6/29/2004","0.00"
"922","2","6","1","6/30/2004","6/30/2004","0.00"
"923","17","6","1","6/30/2004","6/30/2004","0.00"
"924","23","6","1","7/1/2004","7/1/2004","0.00"
"925","7","6","1","7/1/2004","7/1/2004","0.00"
"926","112","6","1","7/1/2004","7/1/2004","28.00"
"927","1","6","1","7/1/2004","7/1/2004","0.00"
"928","35","6","1","7/1/2004","7/1/2004","25.58"
"929","22","6","1","7/2/2004","7/2/2004","0.00"
"930","84","6","1","7/2/2004","7/2/2004","0.00"
"931","21","6","1","7/3/2004","7/3/2004","0.00"
"933","18","6","1","7/3/2004","7/3/2004","0.00"
"934","57","6","1","7/5/2004","7/5/2004","0.00"
"935","22","6","1","7/5/2004","7/5/2004","0.00"
"936","107","6","1","8/1/2004","8/1/2004","0.00"
"937","19","6","1","7/5/2004","7/5/2004","0.00"
"938","5","6","1","7/5/2004","7/5/2004","28.00"
"939","6","6","1","7/6/2004","7/6/2004","0.00"
"940","2","6","1","7/6/2004","7/6/2004","0.00"
"941","5","6","1","7/6/2004","7/6/2004","0.00"
"942","21","6","1","7/7/2004","7/7/2004","0.00"
"943","19","6","1","7/7/2004","7/7/2004","0.00"
"944","22","6","1","7/7/2004","7/7/2004","0.00"
"945","67","6","1","7/7/2004","7/7/2004","0.00"
"946","19","6","1","7/7/2004","7/7/2004","0.00"
"948","7","6","1","7/7/2004","7/7/2004","0.00"
"949","2","6","1","7/8/2004","7/8/2004","0.00"
"950","22","6","1","7/8/2004","7/8/2004","0.00"
"951","98","6","1","7/8/2004","7/8/2004","28.20"
"952","84","6","1","7/8/2004","7/8/2004","0.00"
"953","114","6","1","7/9/2004","7/9/2004","0.00"
"954","108","6","1","7/9/2004","7/9/2004","28.00"
"955","3","6","1","7/9/2004","7/9/2004","0.00"
"956","34","6","1","7/9/2004","7/9/2004","0.00"
"957","34","6","1","7/9/2004","7/9/2004","0.00"
"958","6","6","1","7/12/2004","7/12/2004","0.00"
"959","79","6","1","7/12/2004","7/12/2004","0.00"
"960","2","6","1","7/12/2004","7/12/2004","0.00"
"961","7","6","1","7/12/2004","7/12/2004","0.00"
"962","5","6","1","7/12/2004","7/12/2004","24.72"
"963","35","6","1","7/12/2004","7/12/2004","28.00"
"964","21","6","1","7/13/2004","7/13/2004","0.00"
"965","116","6","1","7/13/2004","7/13/2004","0.00"
"966","22","6","1","7/13/2004","7/13/2004","0.00"
"968","25","6","1","7/14/2004","7/14/2004","28.00"
"969","40","6","1","7/14/2004","7/14/2004","0.00"
"970","14","6","1","7/14/2004","7/14/2004","0.00"
"971","14","6","1","7/14/2004","7/14/2004","0.00"
"972","112","6","1","7/14/2004","7/14/2004","28.00"
"973","26","6","1","7/15/2004","7/15/2004","0.00"
"974","13","6","1","7/15/2004","7/15/2004","28.00"
"975","3","6","1","7/15/2004","7/15/2004","0.00"
"976","2","6","1","7/15/2004","7/15/2004","0.00"
"977","2","6","1","7/15/2004","7/15/2004","0.00"
"978","41","6","1","7/16/2004","7/16/2004","28.00"
"979","117","6","1","7/16/2004","7/16/2004","0.00"
"980","22","6","1","7/16/2004","7/16/2004","0.00"
"981","26","6","1","7/16/2004","7/16/2004","0.00"
"982","18","6","1","7/16/2004","7/16/2004","0.00"
"983","7","6","1","7/16/2004","7/16/2004","0.00"
"984","21","6","1","7/17/2004","7/17/2004","0.00"
"985","5","6","1","7/17/2004","7/17/2004","0.00"
"986","22","6","1","7/19/2004","7/19/2004","0.00"
"987","40","6","1","7/19/2004","7/19/2004","0.00"
"988","67","6","1","7/19/2004","7/19/2004","0.00"
"989","22","6","1","7/20/2004","7/20/2004","0.00"
"990","110","6","1","7/20/2004","7/20/2004","28.00"
"991","18","6","1","7/20/2004","7/20/2004","0.00"
"992","5","6","1","7/20/2004","7/20/2004","28.00"
"993","98","6","1","7/21/2004","7/21/2004","28.00"
"994","118","6","1","7/22/2004","7/22/2004","28.00"
"995","17","6","1","7/22/2004","7/22/2004","0.00"
"996","24","6","1","7/23/2004","7/23/2004","0.00"
"997","1","6","1","7/23/2004","7/23/2004","0.00"
"998","45","6","1","7/23/2004","7/23/2004","0.00"
"999","84","6","1","7/23/2004","7/23/2004","0.00"
"1000","5","6","1","7/23/2004","7/23/2004","0.00"
"1001","32","6","1","7/23/2004","7/23/2004","0.00"
"1002","21","6","1","7/26/2004","7/26/2004","0.00"
"1003","42","6","1","7/26/2004","7/26/2004","28.00"
"1004","2","6","1","7/27/2004","7/27/2004","0.00"
"1005","18","6","1","7/27/2004","7/27/2004","0.00"
"1006","37","6","1","7/29/2004","7/29/2004","0.00"
"1007","89","6","1","9/1/2004","9/1/2004","0.00"
"1008","22","6","1","7/29/2004","7/29/2004","0.00"
"1009","7","6","1","7/30/2004","7/30/2004","0.00"
"1010","2","6","1","8/2/2004","8/2/2004","0.00"
"1012","119","6","1","8/4/2004","8/4/2004","0.00"
"1013","32","6","1","8/4/2004","8/4/2004","0.00"
"1014","13","6","1","8/5/2004","8/5/2004","28.00"
"1015","120","6","1","8/5/2004","8/5/2004","28.00"
"1017","40","6","1","8/6/2004","8/6/2004","0.00"
"1018","35","6","1","8/7/2004","8/7/2004","28.00"
"1019","22","6","1","8/9/2004","8/9/2004","0.00"
"1020","59","6","1","8/9/2004","8/9/2004","0.00"
"1021","2","6","1","8/9/2004","8/9/2004","0.00"
"1022","40","6","1","8/10/2004","8/10/2004","0.00"
"1023","122","6","1","8/10/2004","8/10/2004","0.00"
"1024","123","6","1","8/11/2004","8/11/2004","0.00"
"1025","124","6","1","8/11/2004","8/11/2004","28.00"
"1026","22","6","1","8/12/2004","8/12/2004","0.00"
"1027","21","6","1","8/12/2004","8/12/2004","0.00"
"1029","84","6","1","8/12/2004","8/12/2004","0.00"
"1030","126","6","1","8/12/2004","8/12/2004","0.00"
"1031","40","6","1","8/13/2004","8/13/2004","0.00"
"1032","3","6","1","8/13/2004","8/13/2004","0.00"
"1033","2","6","1","8/13/2004","8/13/2004","0.00"
"1034","17","6","1","8/13/2004","8/13/2004","0.00"
"1036","18","6","1","8/13/2004","8/13/2004","0.00"
"1037","127","6","1","8/13/2004","8/13/2004","0.00"
"1038","128","6","1","8/16/2004","8/16/2004","0.00"
"1039","32","6","1","8/16/2004","8/16/2004","0.00"
"1040","18","6","1","8/16/2004","8/16/2004","0.00"
"1041","67","6","1","8/16/2004","8/16/2004","0.00"
"1042","22","6","1","8/17/2004","8/17/2004","0.00"
"1043","129","6","1","8/17/2004","8/17/2004","0.00"
"1045","90","6","1","8/18/2004","8/18/2004","28.00"
"1046","6","6","1","8/19/2004","8/19/2004","0.00"
"1047","5","6","1","8/19/2004","8/19/2004","0.00"
"1048","22","6","1","8/19/2004","8/19/2004","0.00"
"1049","2","6","1","8/19/2004","8/19/2004","0.00"
"1050","1","6","1","8/19/2004","8/19/2004","0.00"
"1051","17","6","1","8/19/2004","8/19/2004","0.00"
"1052","22","6","1","8/19/2004","8/19/2004","0.00"
"1053","3","6","1","8/19/2004","8/19/2004","0.00"
"1054","18","6","1","8/19/2004","8/19/2004","0.00"
"1055","5","6","1","8/19/2004","8/19/2004","0.00"
"1056","2","6","1","8/20/2004","8/20/2004","0.00"
"1057","40","6","1","8/20/2004","8/20/2004","0.00"
"1058","5","6","1","8/20/2004","8/20/2004","0.00"
"1059","21","6","1","8/20/2004","8/20/2004","0.00"
"1060","5","6","1","8/20/2004","8/20/2004","0.00"
"1061","3","6","1","8/20/2004","8/20/2004","0.00"
"1062","13","6","1","8/20/2004","8/20/2004","28.00"
"1063","22","6","1","8/20/2004","8/20/2004","0.00"
"1064","67","6","1","8/20/2004","8/20/2004","0.00"
"1065","111","6","1","8/20/2004","8/20/2004","0.00"
"1066","82","6","1","8/20/2004","8/20/2004","0.00"
"1067","40","6","1","8/21/2004","8/21/2004","0.00"
"1068","91","6","1","9/1/2004","9/1/2004","28.00"
"1069","7","6","1","8/21/2004","8/21/2004","0.00"
"1070","22","6","1","8/23/2004","8/23/2004","0.00"
"1071","79","6","1","8/23/2004","8/23/2004","0.00"
"1072","127","6","1","8/23/2004","8/23/2004","28.00"
"1073","112","6","1","8/23/2004","8/23/2004","28.00"
"1074","6","6","1","8/23/2004","8/23/2004","0.00"
"1075","40","6","1","8/24/2004","8/24/2004","0.00"
"1076","79","6","1","8/24/2004","8/24/2004","0.00"
"1077","3","6","1","8/24/2004","8/24/2004","0.00"
"1078","1","6","1","8/24/2004","8/24/2004","0.00"
"1079","6","6","1","8/24/2004","8/24/2004","0.00"
"1080","2","6","1","8/24/2004","8/24/2004","0.00"
"1081","2","6","1","8/24/2004","8/24/2004","0.00"
"1082","3","6","1","8/24/2004","8/24/2004","0.00"
"1083","1","6","1","8/24/2004","8/24/2004","0.00"
"1084","6","6","1","8/24/2004","8/24/2004","0.00"
"1085","67","6","1","8/24/2004","8/24/2004","0.00"
"1086","35","6","1","8/24/2004","8/24/2004","28.00"
"1087","40","6","1","8/25/2004","8/25/2004","0.00"
"1088","131","6","1","8/25/2004","8/25/2004","0.00"
"1089","84","6","1","8/25/2004","8/25/2004","0.00"
"1090","63","6","1","9/1/2004","9/1/2004","28.00"
"1091","107","6","1","8/25/2004","8/25/2004","0.00"
"1092","18","6","1","8/25/2004","8/25/2004","0.00"
"1093","18","6","1","8/26/2004","8/26/2004","0.00"
"1094","1","6","1","8/26/2004","8/26/2004","0.00"
"1095","57","6","1","8/27/2004","8/27/2004","0.00"
"1096","40","6","1","8/27/2004","8/27/2004","0.00"
"1097","108","6","1","9/1/2004","9/1/2004","28.00"
